entrez,teff_AAVS1_324,teff_AAVS1_348,teff_AAVS1_400,teff_Double_324,teff_Double_348,teff_Double_400,teff_HIVEP2_324,teff_HIVEP2_348,teff_HIVEP2_400,teff_SATB1_324,teff_SATB1_348,teff_SATB1_400,treg_AAVS1_324,treg_AAVS1_348,treg_AAVS1_400,treg_Double_324,treg_Double_348,treg_Double_400,treg_HIVEP2_324,treg_HIVEP2_348,treg_HIVEP2_400,treg_SATB1_324,treg_SATB1_348,treg_SATB1_400
7105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
64102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8813,9.0,13.0,6.0,6.0,2.0,11.0,6.0,6.0,14.0,6.0,10.0,12.0,10.0,4.0,9.0,6.0,10.0,5.0,8.0,10.0,7.0,3.0,4.0,8.0
57147,15.0,23.0,34.0,14.0,15.0,32.0,21.0,24.0,46.0,20.0,11.0,32.0,12.0,18.0,33.0,12.0,22.0,24.0,16.0,23.0,32.0,15.0,21.0,15.0
55732,11.0,11.0,22.0,12.0,21.0,34.0,23.0,11.0,31.0,11.0,16.0,11.0,14.0,8.0,26.0,9.0,9.0,24.0,11.0,36.001,17.0,43.0,15.0,26.0
2268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3075,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
2519,2.0,2.0,6.0,4.0,2.0,3.0,4.0,3.0,8.0,1.0,2.0,2.0,9.0,7.0,7.0,3.0,9.0,5.0,5.0,3.0,4.0,2.0,1.0,5.0
2729,4.0,5.0,7.0,3.0,0.0,2.0,6.0,7.0,3.0,3.0,3.0,4.0,2.0,1.0,9.0,9.0,4.0,6.0,6.0,8.0,7.0,3.0,6.0,3.0
4800,12.0,18.0,11.0,9.0,12.0,13.0,15.0,16.0,18.0,11.0,25.0,15.0,5.0,2.0,7.0,5.0,7.0,10.0,12.0,22.0,15.0,11.0,5.0,10.0
90529,0.0,4.0,8.0,6.0,1.0,4.0,1.0,0.0,4.0,9.0,2.0,3.0,9.0,0.0,8.0,5.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,8.0
57185,15.0,29.0,21.0,23.0,18.0,31.0,21.0,22.0,23.0,19.0,25.0,27.0,12.0,14.0,25.0,17.0,19.0,14.0,31.0,26.0,25.0,12.0,12.0,22.0
81887,6.0,7.0,6.0,2.0,14.0,11.0,2.0,7.0,9.0,5.0,10.0,12.0,4.0,4.0,8.0,0.0,9.0,7.0,5.0,12.0,4.0,1.0,3.0,1.0
22875,3.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0
6405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
54467,5.0,7.0,13.0,12.0,8.0,6.0,5.0,6.0,16.0,7.001,10.0,6.0,10.0,3.0,8.0,7.0,3.0,11.0,8.0,3.0,14.0,3.0,4.0,0.0
1595,33.0,37.0,65.0,66.0,56.0,95.0,45.0,60.0,71.0,42.0,47.0,54.0,49.0,32.0,58.0,51.0,67.0,64.0,74.0,71.0,73.0,71.0,46.0,78.0
889,2.286,7.0,7.0,6.0,2.0,7.0,5.0,7.0,3.445,4.0,3.0,6.0,0.0,1.428,1.0,4.0,6.0,4.0,4.202,3.0,1.0,2.0,4.0,4.613
5893,9.0,19.0,18.0,13.0,16.0,13.0,11.0,16.0,19.0,2.0,14.0,8.0,24.0,7.0,10.0,8.0,16.0,16.0,12.0,22.0,28.0,24.0,5.0,14.0
84176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,3.0,6.0,10.0,6.0,8.0,6.0,5.0,4.0,8.0,3.0,3.0,4.0,8.0,5.0,5.0,2.0,5.0,1.0,6.0,6.0,4.0,2.0,2.0,3.0
51056,10.0,14.0,29.0,13.0,13.0,23.0,10.0,17.0,26.0,4.0,20.0,17.0,11.0,6.0,12.0,8.0,18.0,13.0,18.0,20.0,17.0,17.0,12.0,15.0
4267,15.0,30.0,35.0,25.0,16.0,33.0,26.0,26.0,26.0,21.0,22.0,36.999,10.0,13.0,17.999,22.0,14.001,26.0,20.0,22.0,18.0,15.0,9.0,20.0
9957,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51384,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23072,0.0,3.0,3.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0
8379,8.0,10.0,11.711,5.0,8.0,14.0,6.0,9.733,11.0,9.0,10.0,11.298,6.0,3.0,13.0,13.0,13.001,11.739,8.0,11.0,9.697,10.0,6.0,1.0
3927,12.0,11.0,12.0,11.0,13.0,14.0,17.0,14.0,23.0,11.0,15.0,12.0,9.0,9.0,14.0,7.001,10.0,10.0,10.0,7.0,15.0,8.0,6.0,13.0
29916,1.0,6.0,9.0,6.0,2.0,5.0,1.0,3.0,5.0,4.0,1.0,4.0,7.0,3.0,6.0,3.0,2.0,4.0,4.0,4.0,3.0,6.0,2.0,7.0
55365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4074,12.0,20.0,31.0,12.0,14.0,38.0,13.0,24.0,22.0,25.0,15.0,20.0,16.0,10.0,25.0,17.0,18.0,18.0,32.0,23.0,27.0,24.0,16.0,22.999
90293,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3382,2.0,1.0,3.809,3.504,2.0,3.0,1.0,0.0,2.0,2.242,3.0,2.0,0.0,3.0,4.0,4.0,1.0,2.0,6.0,1.0,0.0,1.0,2.0,2.0
79007,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
57679,15.0,10.0,33.0,15.0,9.0,47.0,11.0,16.0,38.0,9.0,18.0,21.0,8.0,10.0,13.999,7.0,18.999,24.0,20.0,24.001,25.999,20.0,6.0,21.0
843,21.0,30.0,30.0,42.0,27.0,48.0,18.0,30.0,27.0,33.0,29.0,34.0,11.0,6.0,23.0,17.0,15.0,14.0,18.0,7.0,23.0,21.0,3.0,1.0
8837,26.167,35.999,67.57,21.272,23.342,50.731,31.145,29.194,55.379,31.095,31.999,35.248,28.171,24.453,51.338,51.0,49.846,62.302,41.999,69.347,63.313,28.0,34.144,57.564
7035,0.0,2.0,5.0,2.0,2.0,9.0,4.0,1.0,4.0,0.0,4.0,5.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0
55471,3.0,2.0,2.0,5.0,4.0,7.0,3.0,2.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,5.0,2.0,2.0,1.0
10181,40.0,33.0,71.0,58.0,21.998,68.999,47.001,46.0,86.999,61.0,42.001,59.0,41.999,21.001,77.001,46.0,42.0,57.0,45.999,65.999,58.0,46.0,27.0,54.0
9108,3.0,1.0,2.0,1.0,4.0,17.0,5.0,2.0,19.0,0.0,7.0,9.0,4.0,2.0,8.0,5.0,1.0,6.0,3.0,6.0,11.0,9.0,2.0,10.0
6542,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
381,8.0,7.0,9.0,13.0,8.0,15.0,5.0,14.0,16.762,10.0,9.0,15.0,9.0,3.614,9.0,8.0,3.427,10.0,9.0,10.0,14.0,9.0,8.0,16.0
23098,0.0,4.0,4.0,1.0,4.0,1.0,1.0,6.0,6.0,0.0,6.0,3.0,0.0,2.0,5.0,5.999,6.0,5.0,3.0,4.0,1.0,0.0,2.0,4.0
26073,35.0,40.0,50.0,56.0,22.0,68.0,32.0,31.0,51.0,27.0,49.0,55.0,22.0,8.0,27.0,14.0,38.0,29.0,26.0,41.0,27.0,34.0,9.0,48.0
23129,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
204,31.0,39.0,64.0,38.999,47.0,89.001,37.0,39.0,52.0,34.0,35.0,51.766,16.001,18.0,29.001,23.001,37.0,27.0,26.0,45.001,32.0,19.0,26.0,37.0
952,13.0,19.0,21.0,23.0,19.0,41.0,24.0,21.0,30.0,7.0,15.0,16.0,21.0,8.0,11.0,8.94,7.0,10.0,14.0,7.0,23.0,10.0,1.0,8.0
2288,14.0,23.0,22.0,16.0,20.0,45.0,13.0,31.0,25.0,8.0,22.0,30.0,13.0,13.0,23.0,13.0,22.0,20.0,21.911,24.0,24.0,16.0,26.0,10.0
23028,17.0,22.0,8.0,9.0,12.0,16.0,7.0,12.0,9.0,12.0,5.001,7.0,9.0,7.0,2.0,12.0,9.0,8.0,14.0,8.0,3.0,22.0,3.0,13.0
10180,148.0,178.0,276.0,143.0,183.0,260.0,190.0,130.0,272.0,211.0,143.0,294.001,86.0,137.0,253.0,84.0,114.0,241.0,120.0,208.0,227.0,157.0,107.0,141.0
84254,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,4.0,2.0,5.0,2.0,1.0,1.0,2.0
5965,17.505,34.65,49.0,35.309,39.518,48.954,23.688,40.417,67.863,15.363,21.106,33.668,19.765,22.696,34.649,19.902,27.761,40.008,25.0,52.241,42.202,25.53,20.0,45.0
55610,4.0,7.0,3.0,6.0,3.0,8.0,8.0,5.0,11.0,5.0,10.0,6.0,4.0,4.0,4.0,7.0,6.0,3.0,6.0,5.0,4.0,6.0,1.0,3.0
126393,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115703,1.0,4.0,3.0,2.0,0.0,5.0,5.0,3.0,3.0,8.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
4706,7.0,7.009,15.0,4.0,8.0,17.0,6.0,9.0,18.0,5.0,8.0,14.0,6.0,11.0,7.0,6.0,16.0,17.0,8.0,12.0,8.0,10.0,3.0,9.0
5166,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
85413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51364,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340273,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
170302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
10165,2.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,4.0,0.0,1.0,5.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0
7982,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,2.0,0.0,5.0,2.0,1.0,6.0,3.0,4.0,3.0,4.0,0.0,6.0,2.0,2.0,4.0
996,7.0,9.001,12.0,17.0,10.0,13.0,11.0,7.0,13.0,7.0,7.0,14.0,4.0,5.0,11.0,8.0,7.0,7.0,5.0,9.0,14.999,5.0,4.0,6.0
6521,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3052,4.0,5.0,6.0,8.0,8.0,7.0,8.0,3.0,6.0,2.0,7.0,3.0,4.0,1.0,4.0,3.0,5.0,4.0,10.0,2.0,8.0,6.0,4.0,7.0
1856,2.0,3.0,13.001,3.0,2.0,1.0,2.0,3.0,3.0,0.0,3.0,3.0,1.0,2.0,5.0,1.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0
64063,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5976,7.0,2.0,5.0,2.0,2.0,13.0,5.0,8.0,5.0,3.0,3.0,11.0,1.0,3.0,8.0,3.0,7.0,9.0,2.0,7.0,11.0,2.0,3.0,9.0
8935,4.0,1.0,4.0,5.0,3.0,10.0,9.0,3.0,9.0,4.0,2.0,10.0,5.0,1.0,7.0,3.0,2.0,5.0,7.0,6.0,10.0,6.0,3.0,4.0
292,22.0,47.0,55.0,46.0,47.0,45.0,33.0,35.0,72.0,41.0,61.0,47.0,30.0,30.0,52.0,18.0,35.0,43.967,39.0,48.0,44.0,28.0,37.0,27.0
55013,17.0,34.0,47.0,46.0,42.0,69.0,30.0,50.0,69.0,25.0,39.0,38.0,21.0,14.0,41.0,27.0,27.0,29.0,28.0,47.0,31.0,26.0,12.0,24.0
3207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5439,4.179,14.911,14.904,6.835,15.306,12.006,8.0,18.002,10.93,9.184,8.988,14.002,8.0,6.88,8.352,5.974,10.0,5.525,6.142,10.0,13.657,7.523,7.295,5.769
56919,7.0,1.0,18.0,13.0,4.0,20.0,8.0,7.0,18.0,9.0,9.0,11.0,6.0,6.0,14.0,6.0,15.0,18.0,14.0,28.0,12.0,5.0,10.0,7.0
4222,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
221981,5.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.999
3980,24.0,31.0,51.0,43.0,21.0,68.0,40.0,42.0,79.0,29.0,21.0,44.0,22.0,14.0,38.0,13.0,19.0,34.0,24.0,30.0,33.0,22.0,12.0,30.0
79657,8.0,5.0,12.0,3.0,3.0,8.0,3.0,11.0,13.0,6.0,8.0,6.0,8.0,4.0,6.0,3.0,7.0,11.0,6.999,8.0,9.0,5.0,2.0,12.0
6296,0.0,5.0,14.0,9.0,7.0,15.999,2.0,2.0,6.0,2.0,5.0,5.0,2.0,0.0,2.0,2.0,5.0,2.0,4.0,3.0,8.0,1.0,0.0,9.0
81691,1.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,4.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,6.0,1.0,4.0
57019,2.0,8.0,6.0,5.0,11.0,14.0,3.0,4.0,12.0,6.0,8.0,6.0,3.0,5.0,6.0,3.0,7.0,7.0,7.0,16.0,12.0,7.0,8.0,5.0
56928,12.0,28.0,45.0,13.0,38.0,56.0,18.0,48.0,45.0,19.0,35.0,67.0,16.0,11.0,44.0,12.0,22.0,52.0,24.0,49.0,38.0,25.0,12.0,32.0
80256,0.0,0.0,1.0,2.0,3.0,4.0,5.0,1.0,4.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,4.0,6.0,1.0,1.0,0.0
51226,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
10943,3.0,4.578,8.0,3.0,5.0,9.0,6.0,5.0,9.0,3.0,5.0,7.0,2.0,4.0,9.0,8.0,3.0,8.0,7.0,10.0,12.0,6.0,0.0,6.0
1387,59.0,68.04,102.0,72.0,48.956,94.027,70.0,62.0,91.0,94.0,68.0,82.0,50.0,18.0,94.999,58.0,85.0,78.011,66.0,96.0,115.084,99.862,37.0,70.835
9256,2.0,1.0,5.0,0.0,3.0,3.0,4.0,0.0,8.0,2.0,5.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
4353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5444,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6936,1.0,4.0,17.0,9.0,4.0,32.0,6.0,12.0,16.0,11.0,8.0,9.0,9.0,15.0,17.0,6.0,10.0,15.0,12.0,19.0,11.0,11.0,8.0,14.0
84058,11.0,10.0,27.0,8.0,9.0,30.0,6.0,13.0,27.0,11.0,5.0,21.0,10.001,6.0,11.0,11.0,14.0,6.0,12.0,11.0,11.0,7.0,9.0,13.0
54677,1.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0
5244,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
55904,27.0,43.0,55.0,48.999,28.0,75.0,31.999,54.0,79.0,46.0,53.0,62.999,37.0,18.0,66.999,31.0,55.0,62.0,50.927,55.0,71.0,41.0,26.0,59.0
57414,4.0,7.0,9.0,7.0,5.0,19.0,5.0,14.0,12.0,5.0,8.0,8.0,8.0,9.0,16.0,13.0,15.0,16.0,7.0,9.0,18.0,15.0,7.0,7.0
30812,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25998,8.0,7.0,11.0,8.0,6.0,14.0,4.0,9.0,11.0,7.0,5.0,10.0,4.0,1.0,6.0,5.0,7.0,4.0,4.0,10.0,13.0,3.0,1.0,10.0
7748,17.0,17.968,24.293,25.0,11.953,23.325,14.0,18.0,21.0,9.166,8.957,32.564,19.0,10.0,18.0,21.001,20.0,26.958,30.754,22.907,36.0,21.0,11.0,19.0
23077,9.0,18.0,29.0,12.999,12.0,32.0,12.0,15.001,35.0,6.999,15.0,27.0,7.0,8.0,19.0,12.0,27.0,20.0,19.0,10.0,23.381,19.0,18.0,12.0
26224,14.0,27.0,33.0,48.0,32.0,47.0,20.0,18.0,57.0,50.0,38.0,21.0,29.0,26.0,46.0,30.0,33.0,38.0,55.0,55.0,65.0,45.0,22.0,34.0
3683,37.999,57.0,61.0,51.0,43.0,60.883,22.0,65.0,87.0,36.0,65.999,60.0,40.001,10.001,71.0,27.0,47.0,65.0,56.009,55.0,39.001,47.0,21.0,46.0
5164,0.0,1.0,2.0,1.0,0.0,9.0,2.0,4.0,5.0,0.0,1.0,4.0,2.0,7.0,4.0,6.0,1.0,3.0,5.0,1.0,0.0,2.0,0.0,3.0
3675,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
7543,21.0,34.0,94.0,22.0,38.0,101.0,29.0,43.0,99.0,47.0,38.719,77.0,32.0,18.0,74.0,29.0,32.0,85.0,45.0,61.919,73.987,38.0,20.0,78.0
3920,26.0,60.0,52.001,21.0,50.0,57.0,26.0,69.0,73.999,28.0,68.0,53.0,16.0,23.0,35.001,10.0,35.0,37.0,14.0,34.0,43.0,17.0,22.0,54.0
3674,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51666,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51573,4.0,5.0,20.0,8.0,6.0,14.0,6.0,9.0,17.0,3.0,4.0,14.0,4.0,3.0,10.0,9.0,6.0,9.0,7.0,6.0,9.0,9.0,2.0,7.0
55049,27.0,57.0,62.0,54.0,48.0,67.0,45.957,33.0,52.0,20.0,41.0,64.0,47.0,20.0,51.766,35.0,47.0,31.0,44.0,61.0,40.0,38.0,18.0,27.0
9244,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
114881,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0
26022,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
51087,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
3883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9020,1.0,2.0,0.0,2.0,1.0,1.0,4.0,2.0,5.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0
6833,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
10368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54972,1.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0
163,11.0,12.0,20.0,17.0,9.0,28.001,11.0,19.0,31.0,20.001,9.0,16.0,9.0,7.0,20.0,13.0,8.0,14.0,18.0,25.0,26.0,10.0,8.0,9.0
6863,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10127,2.0,0.0,3.0,3.0,0.0,3.0,2.0,0.0,6.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,1.0,7.0,1.0,4.0,2.0,1.0,3.0,2.0
6376,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64847,1.0,2.0,0.0,3.0,4.0,10.0,3.0,3.0,4.0,2.0,1.0,8.0,2.0,4.0,5.0,2.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0
8913,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51330,0.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0
1750,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,2.867,2.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,1.72,0.0,1.0
4293,1.0,4.0,4.0,5.0,2.0,3.0,5.0,0.0,2.0,2.0,0.0,3.0,6.0,1.0,5.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0,0.0,6.0
5898,4.0,11.0,27.0,14.999,10.0,22.0,6.0,10.0,14.0,8.0,5.0,17.0,8.0,3.0,11.0,11.0,10.0,11.0,13.0,13.0,6.0,9.0,5.0,13.0
55971,1.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,11.985,0.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,10.0
80853,6.0,3.0,5.0,8.0,3.0,5.0,4.0,5.0,7.0,4.0,1.0,9.0,6.0,4.0,4.0,4.0,2.0,1.0,6.0,2.0,12.0,3.0,1.0,4.0
2115,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
55750,11.0,17.0,30.001,30.0,22.0,44.0,24.999,18.0,46.0,18.0,13.0,50.0,25.0,22.0,54.0,43.0,32.0,34.0,63.001,70.001,50.0,74.0,38.0,65.001
